session_id,stage_awareness,stage_consideration,stage_quote,stage_purchase,stage_onboarding,channel,product
2844,1,1,1,0,0,aggregator,motor
2845,1,1,0,0,0,aggregator,motor
2846,1,1,0,0,0,social_media,health
2847,1,0,0,0,0,aggregator,health
2848,1,0,0,0,0,aggregator,term
2849,1,1,0,0,0,organic_search,motor
2850,1,0,0,0,0,paid_search,health
2851,1,1,0,0,0,paid_search,term
2852,1,0,0,0,0,paid_search,travel
2853,1,1,0,0,0,embedded_partner,motor
2854,1,0,0,0,0,paid_search,motor
2855,1,1,1,1,1,organic_search,travel
2856,1,1,0,0,0,referral,health
2857,1,0,0,0,0,organic_search,motor
2858,1,1,0,0,0,paid_search,motor
2859,1,0,0,0,0,organic_search,term
2860,1,0,0,0,0,paid_search,health
2861,1,0,0,0,0,paid_search,health
2862,1,1,1,1,1,social_media,travel
2863,1,0,0,0,0,paid_search,motor
2864,1,1,0,0,0,aggregator,motor
2865,1,0,0,0,0,paid_search,health
2866,1,0,0,0,0,aggregator,travel
2867,1,0,0,0,0,paid_search,motor
2868,1,0,0,0,0,social_media,term
2869,1,0,0,0,0,referral,motor
2870,1,0,0,0,0,aggregator,motor
2871,1,0,0,0,0,social_media,travel
2872,1,1,1,0,0,paid_search,motor
2873,1,0,0,0,0,aggregator,motor
2874,1,1,1,0,0,aggregator,term
2875,1,1,0,0,0,aggregator,motor
2876,1,1,1,0,0,aggregator,motor
2877,1,1,0,0,0,paid_search,term
2878,1,0,0,0,0,paid_search,motor
2879,1,0,0,0,0,social_media,term
2880,1,0,0,0,0,aggregator,motor
2881,1,0,0,0,0,aggregator,motor
2882,1,1,0,0,0,aggregator,term
2883,1,0,0,0,0,social_media,motor
2884,1,1,0,0,0,paid_search,travel
2885,1,0,0,0,0,social_media,travel
2886,1,1,1,0,0,aggregator,term
2887,1,0,0,0,0,aggregator,motor
2888,1,1,1,0,0,referral,motor
2889,1,0,0,0,0,aggregator,travel
2890,1,0,0,0,0,aggregator,health
2891,1,0,0,0,0,aggregator,term
2892,1,1,1,1,1,referral,term
2893,1,0,0,0,0,social_media,motor
2894,1,0,0,0,0,social_media,motor
2895,1,1,0,0,0,referral,health
2896,1,1,0,0,0,aggregator,health
2897,1,1,0,0,0,referral,motor
2898,1,1,0,0,0,aggregator,health
2899,1,0,0,0,0,social_media,term
2900,1,0,0,0,0,paid_search,motor
2901,1,0,0,0,0,paid_search,motor
2902,1,0,0,0,0,referral,term
2903,1,1,0,0,0,aggregator,term
2904,1,0,0,0,0,referral,travel
2905,1,0,0,0,0,paid_search,motor
2906,1,0,0,0,0,social_media,travel
2907,1,0,0,0,0,referral,term
2908,1,1,1,1,1,aggregator,term
2909,1,1,1,0,0,embedded_partner,motor
2910,1,1,0,0,0,social_media,motor
2911,1,1,0,0,0,organic_search,health
2912,1,1,0,0,0,aggregator,motor
2913,1,0,0,0,0,social_media,motor
2914,1,0,0,0,0,organic_search,travel
2915,1,0,0,0,0,paid_search,motor
2916,1,1,1,1,1,aggregator,travel
2917,1,1,0,0,0,aggregator,health
2918,1,0,0,0,0,embedded_partner,term
2919,1,0,0,0,0,aggregator,motor
2920,1,1,0,0,0,organic_search,health
2921,1,1,0,0,0,referral,health
2922,1,0,0,0,0,aggregator,travel
2923,1,1,0,0,0,aggregator,motor
2924,1,0,0,0,0,organic_search,motor
2925,1,0,0,0,0,aggregator,travel
2926,1,1,1,1,1,social_media,motor
2927,1,1,0,0,0,organic_search,health
2928,1,0,0,0,0,social_media,motor
2929,1,1,0,0,0,paid_search,motor
2930,1,1,0,0,0,organic_search,health
2931,1,1,0,0,0,social_media,health
2932,1,0,0,0,0,aggregator,health
2933,1,1,0,0,0,social_media,health
2934,1,1,0,0,0,embedded_partner,term
2935,1,1,0,0,0,organic_search,travel
2936,1,0,0,0,0,social_media,motor
2937,1,0,0,0,0,paid_search,motor
2938,1,0,0,0,0,aggregator,motor
2939,1,0,0,0,0,aggregator,term
2940,1,0,0,0,0,aggregator,motor
2941,1,0,0,0,0,referral,term
2942,1,0,0,0,0,aggregator,health
2943,1,0,0,0,0,embedded_partner,health
2944,1,1,0,0,0,aggregator,term
2945,1,1,0,0,0,paid_search,health
2946,1,0,0,0,0,paid_search,health
2947,1,0,0,0,0,paid_search,motor
2948,1,1,1,0,0,organic_search,health
2949,1,1,1,0,0,referral,motor
2950,1,0,0,0,0,embedded_partner,term
2951,1,1,0,0,0,aggregator,motor
2952,1,1,0,0,0,organic_search,motor
2953,1,0,0,0,0,aggregator,motor
2954,1,1,0,0,0,embedded_partner,health
2955,1,1,0,0,0,social_media,travel
2956,1,1,0,0,0,paid_search,motor
2957,1,0,0,0,0,aggregator,motor
2958,1,1,0,0,0,aggregator,health
2959,1,1,0,0,0,aggregator,travel
2960,1,0,0,0,0,embedded_partner,term
2961,1,1,1,1,1,organic_search,motor
2962,1,0,0,0,0,referral,health
2963,1,1,1,0,0,aggregator,term
2964,1,1,0,0,0,social_media,term
2965,1,0,0,0,0,paid_search,health
2966,1,1,0,0,0,social_media,term
2967,1,1,0,0,0,paid_search,health
2968,1,0,0,0,0,paid_search,motor
2969,1,1,0,0,0,social_media,motor
2970,1,0,0,0,0,aggregator,motor
2971,1,0,0,0,0,paid_search,motor
2972,1,1,0,0,0,organic_search,motor
2973,1,1,1,1,0,aggregator,term
2974,1,1,1,0,0,referral,term
2975,1,0,0,0,0,social_media,motor
2976,1,1,0,0,0,embedded_partner,motor
2977,1,1,0,0,0,organic_search,term
2978,1,1,0,0,0,organic_search,health
2979,1,0,0,0,0,organic_search,motor
2980,1,1,1,1,1,embedded_partner,term
2981,1,0,0,0,0,social_media,motor
2982,1,0,0,0,0,paid_search,motor
2983,1,0,0,0,0,aggregator,term
2984,1,0,0,0,0,social_media,health
2985,1,0,0,0,0,aggregator,motor
2986,1,0,0,0,0,aggregator,term
2987,1,1,0,0,0,aggregator,travel
2988,1,1,1,1,1,social_media,motor
2989,1,0,0,0,0,aggregator,health
2990,1,0,0,0,0,social_media,motor
2991,1,1,0,0,0,organic_search,health
2992,1,0,0,0,0,embedded_partner,health
2993,1,1,0,0,0,paid_search,motor
2994,1,1,0,0,0,social_media,motor
2995,1,1,0,0,0,social_media,term
2996,1,1,0,0,0,social_media,motor
2997,1,1,0,0,0,organic_search,travel
2998,1,1,0,0,0,aggregator,motor
2999,1,0,0,0,0,referral,term
3000,1,0,0,0,0,aggregator,health
3001,1,1,0,0,0,embedded_partner,motor
3002,1,1,0,0,0,social_media,term
3003,1,0,0,0,0,aggregator,term
3004,1,1,1,1,0,organic_search,health
3005,1,1,1,0,0,aggregator,health
3006,1,1,1,0,0,organic_search,health
3007,1,1,0,0,0,social_media,health
3008,1,0,0,0,0,aggregator,health
3009,1,1,0,0,0,aggregator,term
3010,1,1,0,0,0,organic_search,motor
3011,1,0,0,0,0,paid_search,health
3012,1,0,0,0,0,embedded_partner,health
3013,1,1,0,0,0,organic_search,travel
3014,1,1,0,0,0,organic_search,motor
3015,1,1,0,0,0,paid_search,motor
3016,1,1,1,1,0,organic_search,motor
3017,1,0,0,0,0,referral,term
3018,1,0,0,0,0,aggregator,health
3019,1,0,0,0,0,paid_search,motor
3020,1,0,0,0,0,aggregator,motor
3021,1,1,0,0,0,paid_search,travel
3022,1,1,0,0,0,organic_search,health
3023,1,0,0,0,0,social_media,health
3024,1,0,0,0,0,social_media,motor
3025,1,0,0,0,0,paid_search,motor
3026,1,1,1,1,1,aggregator,motor
3027,1,1,0,0,0,paid_search,motor
3028,1,0,0,0,0,embedded_partner,health
3029,1,0,0,0,0,social_media,motor
3030,1,0,0,0,0,paid_search,motor
3031,1,0,0,0,0,organic_search,motor
3032,1,1,0,0,0,aggregator,motor
3033,1,0,0,0,0,paid_search,motor
3034,1,1,0,0,0,aggregator,motor
3035,1,0,0,0,0,referral,motor
3036,1,0,0,0,0,organic_search,term
3037,1,0,0,0,0,social_media,travel
3038,1,0,0,0,0,aggregator,health
3039,1,1,0,0,0,aggregator,motor
3040,1,0,0,0,0,social_media,travel
3041,1,1,1,1,1,paid_search,travel
3042,1,0,0,0,0,embedded_partner,health
3043,1,0,0,0,0,organic_search,motor
3044,1,1,0,0,0,paid_search,term
3045,1,1,0,0,0,organic_search,travel
3046,1,1,0,0,0,referral,term
3047,1,1,1,1,0,paid_search,health
3048,1,1,0,0,0,social_media,health
3049,1,1,0,0,0,embedded_partner,travel
3050,1,1,1,0,0,aggregator,motor
3051,1,1,0,0,0,embedded_partner,motor
3052,1,0,0,0,0,aggregator,term
3053,1,0,0,0,0,social_media,motor
3054,1,0,0,0,0,organic_search,motor
3055,1,0,0,0,0,social_media,motor
3056,1,1,0,0,0,social_media,motor
3057,1,1,1,1,1,social_media,motor
3058,1,1,0,0,0,aggregator,health
3059,1,0,0,0,0,aggregator,health
3060,1,1,0,0,0,paid_search,health
3061,1,1,1,0,0,social_media,motor
3062,1,0,0,0,0,paid_search,travel
3063,1,1,0,0,0,aggregator,health
3064,1,0,0,0,0,embedded_partner,travel
3065,1,0,0,0,0,paid_search,motor
3066,1,0,0,0,0,paid_search,motor
3067,1,0,0,0,0,paid_search,term
3068,1,0,0,0,0,aggregator,term
3069,1,1,0,0,0,organic_search,motor
3070,1,0,0,0,0,paid_search,health
3071,1,1,1,1,1,aggregator,term
3072,1,1,0,0,0,referral,motor
3073,1,0,0,0,0,embedded_partner,health
3074,1,1,1,0,0,organic_search,motor
3075,1,1,0,0,0,embedded_partner,motor
3076,1,0,0,0,0,embedded_partner,travel
3077,1,0,0,0,0,paid_search,health
3078,1,1,0,0,0,social_media,term
3079,1,0,0,0,0,social_media,term
3080,1,1,1,0,0,paid_search,travel
3081,1,0,0,0,0,aggregator,health
3082,1,0,0,0,0,aggregator,health
3083,1,0,0,0,0,organic_search,motor
3084,1,0,0,0,0,organic_search,health
3085,1,1,0,0,0,organic_search,health
3086,1,0,0,0,0,paid_search,term
3087,1,1,0,0,0,aggregator,motor
3088,1,1,0,0,0,paid_search,motor
3089,1,0,0,0,0,social_media,travel
3090,1,1,0,0,0,embedded_partner,term
3091,1,0,0,0,0,embedded_partner,motor
3092,1,1,0,0,0,embedded_partner,term
3093,1,0,0,0,0,embedded_partner,health
3094,1,1,0,0,0,referral,term
3095,1,0,0,0,0,paid_search,motor
3096,1,0,0,0,0,aggregator,health
3097,1,0,0,0,0,aggregator,motor
3098,1,0,0,0,0,paid_search,motor
3099,1,0,0,0,0,paid_search,term
3100,1,0,0,0,0,aggregator,motor
3101,1,1,1,0,0,referral,motor
3102,1,0,0,0,0,aggregator,motor
3103,1,1,1,1,1,referral,health
3104,1,1,0,0,0,organic_search,term
3105,1,1,0,0,0,social_media,motor
3106,1,0,0,0,0,organic_search,term
3107,1,0,0,0,0,paid_search,travel
3108,1,0,0,0,0,social_media,motor
3109,1,0,0,0,0,aggregator,term
3110,1,1,0,0,0,referral,motor
3111,1,1,0,0,0,paid_search,health
3112,1,0,0,0,0,paid_search,motor
3113,1,0,0,0,0,organic_search,motor
3114,1,1,1,0,0,organic_search,motor
3115,1,1,1,0,0,paid_search,motor
3116,1,0,0,0,0,social_media,term
3117,1,1,1,0,0,aggregator,health
3118,1,0,0,0,0,organic_search,travel
3119,1,0,0,0,0,paid_search,health
3120,1,0,0,0,0,paid_search,health
3121,1,1,0,0,0,aggregator,motor
3122,1,0,0,0,0,paid_search,health
3123,1,0,0,0,0,paid_search,motor
3124,1,0,0,0,0,paid_search,travel
3125,1,1,1,0,0,aggregator,travel
3126,1,1,0,0,0,aggregator,motor
3127,1,0,0,0,0,social_media,health
3128,1,1,0,0,0,aggregator,health
3129,1,1,0,0,0,organic_search,health
3130,1,1,1,1,1,referral,motor
3131,1,0,0,0,0,paid_search,term
3132,1,1,1,0,0,embedded_partner,term
3133,1,1,0,0,0,aggregator,motor
3134,1,0,0,0,0,aggregator,health
3135,1,0,0,0,0,organic_search,motor
3136,1,1,0,0,0,organic_search,travel
3137,1,0,0,0,0,embedded_partner,motor
3138,1,1,1,0,0,aggregator,motor
3139,1,1,0,0,0,organic_search,motor
3140,1,1,1,0,0,paid_search,term
3141,1,0,0,0,0,paid_search,term
3142,1,1,1,0,0,aggregator,motor
3143,1,1,0,0,0,referral,motor
3144,1,1,0,0,0,aggregator,term
3145,1,1,1,1,1,embedded_partner,health
3146,1,0,0,0,0,social_media,motor
3147,1,1,0,0,0,organic_search,travel
3148,1,1,1,0,0,organic_search,motor
3149,1,0,0,0,0,embedded_partner,health
3150,1,1,1,0,0,aggregator,motor
3151,1,0,0,0,0,aggregator,term
3152,1,0,0,0,0,social_media,term
3153,1,0,0,0,0,paid_search,motor
3154,1,1,0,0,0,aggregator,term
3155,1,1,1,0,0,aggregator,travel
3156,1,1,0,0,0,paid_search,term
3157,1,1,0,0,0,aggregator,health
3158,1,0,0,0,0,aggregator,health
3159,1,0,0,0,0,embedded_partner,travel
3160,1,0,0,0,0,paid_search,motor
3161,1,1,0,0,0,referral,motor
3162,1,1,0,0,0,referral,motor
3163,1,1,1,1,1,aggregator,term
3164,1,0,0,0,0,organic_search,motor
3165,1,0,0,0,0,social_media,motor
3166,1,1,0,0,0,organic_search,health
3167,1,0,0,0,0,aggregator,motor
3168,1,1,0,0,0,aggregator,motor
3169,1,0,0,0,0,aggregator,health
3170,1,1,0,0,0,social_media,motor
3171,1,1,0,0,0,referral,travel
3172,1,1,1,1,1,organic_search,motor
3173,1,0,0,0,0,organic_search,term
3174,1,0,0,0,0,referral,health
3175,1,0,0,0,0,organic_search,motor
3176,1,1,1,0,0,aggregator,motor
3177,1,0,0,0,0,embedded_partner,health
3178,1,0,0,0,0,paid_search,motor
3179,1,1,0,0,0,aggregator,motor
3180,1,0,0,0,0,social_media,travel
3181,1,1,0,0,0,referral,health
3182,1,0,0,0,0,paid_search,travel
3183,1,0,0,0,0,social_media,motor
3184,1,0,0,0,0,aggregator,motor
3185,1,0,0,0,0,aggregator,health
3186,1,0,0,0,0,aggregator,motor
3187,1,1,0,0,0,organic_search,motor
3188,1,0,0,0,0,embedded_partner,motor
3189,1,0,0,0,0,aggregator,motor
3190,1,0,0,0,0,paid_search,term
3191,1,1,1,0,0,aggregator,motor
3192,1,0,0,0,0,aggregator,travel
3193,1,1,0,0,0,social_media,motor
3194,1,1,0,0,0,organic_search,motor
3195,1,1,0,0,0,social_media,motor
3196,1,1,0,0,0,paid_search,health
3197,1,1,1,0,0,social_media,travel
3198,1,0,0,0,0,aggregator,term
3199,1,0,0,0,0,aggregator,motor
3200,1,0,0,0,0,referral,health
3201,1,1,0,0,0,organic_search,term
3202,1,1,0,0,0,embedded_partner,motor
3203,1,0,0,0,0,embedded_partner,health
3204,1,0,0,0,0,social_media,motor
3205,1,1,1,1,1,embedded_partner,health
3206,1,0,0,0,0,paid_search,health
3207,1,1,0,0,0,aggregator,motor
3208,1,0,0,0,0,aggregator,travel
3209,1,1,0,0,0,aggregator,health
3210,1,0,0,0,0,aggregator,travel
3211,1,0,0,0,0,paid_search,term
3212,1,1,1,1,0,organic_search,motor
3213,1,0,0,0,0,organic_search,health
3214,1,1,0,0,0,social_media,motor
3215,1,0,0,0,0,aggregator,term
3216,1,1,1,1,1,organic_search,motor
3217,1,0,0,0,0,paid_search,travel
3218,1,0,0,0,0,aggregator,health
3219,1,0,0,0,0,paid_search,health
3220,1,1,0,0,0,paid_search,health
3221,1,1,1,1,0,paid_search,health
3222,1,0,0,0,0,embedded_partner,term
3223,1,0,0,0,0,organic_search,term
3224,1,0,0,0,0,organic_search,motor
3225,1,1,0,0,0,aggregator,health
3226,1,0,0,0,0,embedded_partner,motor
3227,1,0,0,0,0,organic_search,health
3228,1,0,0,0,0,aggregator,health
3229,1,1,0,0,0,social_media,motor
3230,1,0,0,0,0,social_media,term
3231,1,1,1,1,1,paid_search,health
3232,1,0,0,0,0,aggregator,health
3233,1,1,1,0,0,social_media,term
3234,1,0,0,0,0,aggregator,term
3235,1,1,1,0,0,aggregator,term
3236,1,0,0,0,0,aggregator,motor
3237,1,1,0,0,0,referral,motor
3238,1,0,0,0,0,paid_search,term
3239,1,1,0,0,0,paid_search,motor
3240,1,0,0,0,0,paid_search,motor
3241,1,0,0,0,0,embedded_partner,motor
3242,1,0,0,0,0,social_media,motor
3243,1,1,0,0,0,embedded_partner,travel
3244,1,0,0,0,0,paid_search,motor
3245,1,1,0,0,0,aggregator,motor
3246,1,0,0,0,0,social_media,travel
3247,1,0,0,0,0,paid_search,travel
3248,1,0,0,0,0,embedded_partner,motor
3249,1,1,0,0,0,embedded_partner,travel
3250,1,1,0,0,0,social_media,motor
3251,1,0,0,0,0,referral,term
3252,1,0,0,0,0,social_media,motor
3253,1,1,0,0,0,paid_search,health
3254,1,0,0,0,0,social_media,motor
3255,1,0,0,0,0,aggregator,term
3256,1,0,0,0,0,embedded_partner,motor
3257,1,0,0,0,0,aggregator,health
3258,1,1,1,1,1,paid_search,term
3259,1,0,0,0,0,social_media,motor
3260,1,1,1,1,1,aggregator,travel
3261,1,0,0,0,0,aggregator,motor
3262,1,1,0,0,0,organic_search,motor
3263,1,0,0,0,0,aggregator,motor
3264,1,0,0,0,0,social_media,motor
3265,1,0,0,0,0,paid_search,motor
3266,1,0,0,0,0,aggregator,health
3267,1,0,0,0,0,aggregator,health
3268,1,1,0,0,0,organic_search,health
3269,1,1,1,0,0,referral,health
3270,1,0,0,0,0,aggregator,term
3271,1,0,0,0,0,referral,motor
3272,1,0,0,0,0,social_media,health
3273,1,0,0,0,0,social_media,travel
3274,1,1,0,0,0,organic_search,motor
3275,1,1,1,1,1,organic_search,health
3276,1,0,0,0,0,embedded_partner,travel
3277,1,0,0,0,0,social_media,health
3278,1,1,0,0,0,social_media,travel
3279,1,0,0,0,0,paid_search,motor
3280,1,0,0,0,0,aggregator,health
3281,1,1,0,0,0,organic_search,motor
3282,1,0,0,0,0,aggregator,motor
3283,1,0,0,0,0,paid_search,travel
3284,1,1,1,1,1,aggregator,motor
3285,1,0,0,0,0,aggregator,travel
3286,1,0,0,0,0,social_media,term
3287,1,0,0,0,0,social_media,travel
3288,1,1,1,0,0,paid_search,travel
3289,1,0,0,0,0,aggregator,health
3290,1,0,0,0,0,paid_search,travel
3291,1,0,0,0,0,paid_search,term
3292,1,0,0,0,0,organic_search,health
3293,1,0,0,0,0,social_media,term
3294,1,0,0,0,0,social_media,motor
3295,1,0,0,0,0,social_media,motor
3296,1,1,0,0,0,referral,motor
3297,1,1,1,1,0,organic_search,health
3298,1,1,0,0,0,social_media,motor
3299,1,0,0,0,0,social_media,health
3300,1,0,0,0,0,aggregator,term
3301,1,1,0,0,0,referral,term
3302,1,0,0,0,0,paid_search,travel
3303,1,1,0,0,0,paid_search,travel
3304,1,1,0,0,0,referral,travel
3305,1,0,0,0,0,organic_search,health
3306,1,0,0,0,0,aggregator,motor
3307,1,0,0,0,0,aggregator,travel
3308,1,0,0,0,0,aggregator,motor
3309,1,0,0,0,0,social_media,motor
3310,1,0,0,0,0,aggregator,motor
3311,1,1,0,0,0,referral,health
3312,1,0,0,0,0,referral,term
3313,1,0,0,0,0,social_media,motor
3314,1,0,0,0,0,social_media,term
3315,1,1,1,1,1,paid_search,motor
3316,1,1,1,0,0,aggregator,motor
3317,1,1,0,0,0,organic_search,motor
3318,1,1,1,0,0,aggregator,motor
3319,1,1,0,0,0,aggregator,term
3320,1,0,0,0,0,paid_search,motor
3321,1,1,0,0,0,aggregator,motor
3322,1,0,0,0,0,paid_search,motor
3323,1,1,0,0,0,organic_search,term
3324,1,1,1,1,1,embedded_partner,travel
3325,1,0,0,0,0,social_media,term
3326,1,0,0,0,0,embedded_partner,health
3327,1,0,0,0,0,paid_search,travel
3328,1,1,0,0,0,embedded_partner,motor
3329,1,0,0,0,0,social_media,motor
3330,1,1,1,1,1,aggregator,health
3331,1,1,1,0,0,referral,motor
3332,1,0,0,0,0,paid_search,health
3333,1,1,0,0,0,aggregator,health
3334,1,0,0,0,0,aggregator,motor
3335,1,1,1,0,0,paid_search,health
3336,1,0,0,0,0,paid_search,motor
3337,1,0,0,0,0,social_media,motor
3338,1,0,0,0,0,embedded_partner,travel
3339,1,0,0,0,0,paid_search,term
3340,1,0,0,0,0,social_media,motor
3341,1,0,0,0,0,paid_search,motor
3342,1,0,0,0,0,embedded_partner,motor
3343,1,1,0,0,0,aggregator,motor
3344,1,0,0,0,0,aggregator,motor
3345,1,0,0,0,0,social_media,motor
3346,1,1,0,0,0,organic_search,term
3347,1,1,0,0,0,organic_search,term
3348,1,0,0,0,0,social_media,term
3349,1,0,0,0,0,organic_search,health
3350,1,0,0,0,0,paid_search,term
3351,1,0,0,0,0,aggregator,term
3352,1,0,0,0,0,aggregator,travel
3353,1,1,0,0,0,aggregator,term
3354,1,0,0,0,0,paid_search,term
3355,1,0,0,0,0,social_media,term
3356,1,0,0,0,0,paid_search,health
3357,1,0,0,0,0,social_media,motor
3358,1,0,0,0,0,social_media,motor
3359,1,0,0,0,0,organic_search,health
3360,1,0,0,0,0,organic_search,motor
3361,1,0,0,0,0,paid_search,motor
3362,1,0,0,0,0,paid_search,motor
3363,1,0,0,0,0,social_media,motor
3364,1,0,0,0,0,social_media,travel
3365,1,0,0,0,0,paid_search,motor
3366,1,0,0,0,0,paid_search,motor
3367,1,1,0,0,0,organic_search,health
3368,1,0,0,0,0,social_media,motor
3369,1,1,1,1,1,aggregator,term
3370,1,0,0,0,0,paid_search,health
3371,1,1,0,0,0,embedded_partner,motor
3372,1,1,1,1,1,aggregator,health
3373,1,0,0,0,0,embedded_partner,motor
3374,1,0,0,0,0,aggregator,term
3375,1,1,0,0,0,social_media,travel
3376,1,1,0,0,0,paid_search,travel
3377,1,1,1,0,0,aggregator,motor
3378,1,1,0,0,0,embedded_partner,term
3379,1,0,0,0,0,paid_search,term
3380,1,0,0,0,0,referral,travel
3381,1,0,0,0,0,paid_search,motor
3382,1,1,0,0,0,embedded_partner,health
3383,1,1,1,1,1,embedded_partner,motor
3384,1,1,0,0,0,social_media,motor
3385,1,0,0,0,0,aggregator,term
3386,1,1,0,0,0,organic_search,health
3387,1,0,0,0,0,social_media,motor
3388,1,1,0,0,0,referral,term
3389,1,1,0,0,0,paid_search,health
3390,1,1,0,0,0,paid_search,travel
3391,1,0,0,0,0,aggregator,term
3392,1,0,0,0,0,organic_search,travel
3393,1,1,0,0,0,referral,term
3394,1,0,0,0,0,aggregator,motor
3395,1,1,1,1,0,organic_search,motor
3396,1,1,0,0,0,embedded_partner,travel
3397,1,1,1,0,0,aggregator,motor
3398,1,1,1,1,1,aggregator,motor
3399,1,1,1,0,0,organic_search,health
3400,1,1,0,0,0,social_media,motor
3401,1,0,0,0,0,aggregator,motor
3402,1,0,0,0,0,embedded_partner,health
3403,1,0,0,0,0,social_media,motor
3404,1,0,0,0,0,embedded_partner,term
3405,1,1,1,1,1,embedded_partner,motor
3406,1,0,0,0,0,embedded_partner,health
3407,1,0,0,0,0,social_media,motor
3408,1,0,0,0,0,paid_search,health
3409,1,0,0,0,0,social_media,motor
3410,1,0,0,0,0,aggregator,motor
3411,1,1,0,0,0,organic_search,term
3412,1,0,0,0,0,aggregator,motor
3413,1,1,0,0,0,social_media,term
3414,1,0,0,0,0,aggregator,motor
3415,1,0,0,0,0,paid_search,motor
3416,1,1,0,0,0,aggregator,motor
3417,1,0,0,0,0,social_media,travel
3418,1,0,0,0,0,organic_search,motor
3419,1,1,1,1,0,aggregator,motor
3420,1,0,0,0,0,embedded_partner,health
3421,1,1,1,1,1,embedded_partner,motor
3422,1,0,0,0,0,paid_search,term
3423,1,0,0,0,0,organic_search,travel
3424,1,1,1,0,0,paid_search,health
3425,1,0,0,0,0,aggregator,health
3426,1,1,0,0,0,social_media,motor
3427,1,1,1,1,1,aggregator,travel
3428,1,1,0,0,0,embedded_partner,health
3429,1,0,0,0,0,embedded_partner,motor
3430,1,1,0,0,0,embedded_partner,travel
3431,1,0,0,0,0,social_media,travel
3432,1,1,0,0,0,social_media,health
3433,1,1,1,1,1,referral,motor
3434,1,1,0,0,0,aggregator,term
3435,1,1,0,0,0,aggregator,term
3436,1,1,0,0,0,social_media,health
3437,1,0,0,0,0,paid_search,motor
3438,1,1,0,0,0,paid_search,motor
3439,1,0,0,0,0,aggregator,motor
3440,1,0,0,0,0,social_media,motor
3441,1,0,0,0,0,paid_search,term
3442,1,1,1,1,1,aggregator,motor
3443,1,1,0,0,0,aggregator,motor
3444,1,0,0,0,0,paid_search,term
3445,1,0,0,0,0,embedded_partner,health
3446,1,1,0,0,0,paid_search,motor
3447,1,1,1,0,0,organic_search,travel
3448,1,1,1,0,0,organic_search,motor
3449,1,0,0,0,0,paid_search,travel
3450,1,1,0,0,0,embedded_partner,motor
3451,1,0,0,0,0,organic_search,health
3452,1,0,0,0,0,social_media,health
3453,1,0,0,0,0,aggregator,motor
3454,1,0,0,0,0,aggregator,health
3455,1,1,0,0,0,referral,motor
3456,1,1,0,0,0,organic_search,health
3457,1,0,0,0,0,referral,motor
3458,1,1,0,0,0,embedded_partner,term
3459,1,0,0,0,0,aggregator,health
3460,1,1,0,0,0,organic_search,health
3461,1,0,0,0,0,paid_search,motor
3462,1,1,0,0,0,organic_search,health
3463,1,1,1,0,0,aggregator,health
3464,1,0,0,0,0,paid_search,motor
3465,1,0,0,0,0,organic_search,term
3466,1,0,0,0,0,organic_search,motor
3467,1,0,0,0,0,social_media,motor
3468,1,1,0,0,0,paid_search,term
3469,1,0,0,0,0,paid_search,motor
3470,1,1,0,0,0,referral,motor
3471,1,0,0,0,0,paid_search,term
3472,1,0,0,0,0,paid_search,term
3473,1,0,0,0,0,social_media,motor
3474,1,0,0,0,0,paid_search,motor
3475,1,0,0,0,0,social_media,health
3476,1,0,0,0,0,paid_search,health
3477,1,0,0,0,0,embedded_partner,health
3478,1,0,0,0,0,embedded_partner,health
3479,1,0,0,0,0,referral,term
3480,1,0,0,0,0,social_media,travel
3481,1,1,0,0,0,paid_search,motor
3482,1,0,0,0,0,organic_search,motor
3483,1,1,1,0,0,embedded_partner,motor
3484,1,1,0,0,0,social_media,motor
3485,1,0,0,0,0,organic_search,motor
3486,1,1,0,0,0,organic_search,travel
3487,1,0,0,0,0,organic_search,motor
3488,1,1,0,0,0,organic_search,motor
3489,1,1,0,0,0,aggregator,health
3490,1,0,0,0,0,social_media,travel
3491,1,0,0,0,0,social_media,motor
3492,1,0,0,0,0,aggregator,term
3493,1,0,0,0,0,embedded_partner,term
3494,1,0,0,0,0,social_media,health
3495,1,0,0,0,0,aggregator,health
3496,1,1,0,0,0,embedded_partner,health
3497,1,1,0,0,0,organic_search,motor
3498,1,1,0,0,0,organic_search,health
3499,1,0,0,0,0,paid_search,motor
3500,1,0,0,0,0,embedded_partner,term
3501,1,0,0,0,0,paid_search,term
3502,1,0,0,0,0,social_media,motor
3503,1,0,0,0,0,aggregator,health
3504,1,0,0,0,0,social_media,motor
3505,1,0,0,0,0,organic_search,motor
3506,1,0,0,0,0,social_media,term
3507,1,1,0,0,0,social_media,motor
3508,1,0,0,0,0,embedded_partner,term
3509,1,0,0,0,0,organic_search,motor
3510,1,1,0,0,0,paid_search,term
3511,1,1,0,0,0,referral,motor
3512,1,1,0,0,0,organic_search,motor
3513,1,0,0,0,0,referral,term
3514,1,0,0,0,0,referral,health
3515,1,0,0,0,0,embedded_partner,motor
3516,1,1,0,0,0,organic_search,travel
3517,1,0,0,0,0,social_media,motor
3518,1,0,0,0,0,aggregator,motor
3519,1,0,0,0,0,social_media,health
3520,1,1,0,0,0,organic_search,health
3521,1,1,0,0,0,social_media,health
3522,1,1,0,0,0,embedded_partner,term
3523,1,0,0,0,0,aggregator,health
3524,1,0,0,0,0,paid_search,motor
3525,1,0,0,0,0,social_media,motor
